Year;Season;Site;Station;Species;Filled_seeds;Unfilled_seeds;Half_seeds;Cones;Cones_filled_seeds;Cones_unfilled_seeds;Notes;Sorter;Error_check;Sorter2
2023;Spring;NEU;2;Acer pseudoplatanus;0;1;0;0;0;0;;JZ;1;
2023;Spring;NEU;3;Fagus sylvatica;1;7;0;11;0;0;;JZ;19;
2023;Spring;NEU;3;Sorbus aria;1;0;0;0;0;0;difficult to identify/uncertain;JZ;1;
2023;Spring;NEU;3;Acer pseudoplatanus;1;3;0;0;0;0;;JZ;4;
2023;Spring;SCH;4;Fagus sylvatica;0;13;0;2;0;0;;JZ;15;
2023;Spring;SCH;4;Abies alba;1;4;0;0;0;0;;JZ;5;
2023;Spring;SCH;4;Acer platanoides;0;2;0;0;0;0;;JZ;2;
2023;Spring;SCH;4;Acer pseudoplatanus;2;12;0;0;0;0;;JZ;14;
2023;Spring;SCH;4;Picea abies;1;0;0;0;0;0;Not on site list;JZ;1;
2023;Spring;SCH;1;Acer pseudoplatanus;1;3;0;0;0;0;;JZ;4;
2023;Spring;SCH;1;Picea abies;1;0;0;0;0;0;Not on site list;JZ;1;
2023;Spring;SCH;1;Fagus sylvatica;0;3;0;0;0;0;;JZ;3;
2023;Spring;SCH;5;Fagus sylvatica;1;12;0;2;0;0;;JZ;15;
2023;Spring;SCH;5;Acer pseudoplatanus;3;9;0;0;0;0;;JZ;12;
2023;Spring;SCH;5;Abies alba;5;3;0;0;0;0;;JZ;8;
2023;Spring;SCH;5;Fraxinus excelsior;0;1;0;0;0;0;;JZ;1;
2023;Spring;SCH;7;Fagus sylvatica;0;1;0;0;0;0;;JZ;1;
2023;Spring;SCH;7;Acer pseudoplatanus;17;14;0;0;0;0;;JZ;31;
2023;Spring;SCH;7;Fraxinus excelsior;2;0;0;0;0;0;;JZ;2;
2023;Spring;SCH;7;Abies alba;0;2;0;0;0;0;;JZ;2;
2023;Spring;SCH;6;Acer pseudoplatanus;2;6;0;0;0;0;;JZ;8;
2023;Spring;SCH;6;Abies alba;2;3;0;0;0;0;;JZ;5;
2023;Spring;SCH;6;Picea abies;1;0;0;0;0;0;;JZ;1;
2023;Spring;SCH;6;Acer platanoides;0;1;0;0;0;0;;JZ;1;
2023;Spring;SCH;6;Fagus sylvatica;0;5;0;0;0;0;;JZ;5;
2023;Spring;SCH;3;Acer platanoides;0;2;0;0;0;0;;JZ;2;
2023;Spring;SCH;3;Picea abies;4;0;0;0;0;0;Not on site list;JZ;4;
2023;Spring;SCH;3;Acer pseudoplatanus;0;4;0;0;0;0;;JZ;4;
2023;Spring;SCH;3;Abies alba;0;6;0;0;0;0;;JZ;6;
2023;Spring;SCH;3;Fagus sylvatica;0;4;0;1;0;0;;JZ;5;
2023;Spring;SCH;2;Acer pseudoplatanus;3;4;0;0;0;0;;JZ;7;
2023;Spring;SCH;2;Abies alba;0;2;0;0;0;0;;JZ;2;
2023;Spring;SCH;2;Fagus sylvatica;0;3;0;1;0;0;;JZ;4;
2023;Spring;SCH;2;Fraxinus excelsior;1;0;0;0;0;0;;JZ;1;
2023;Spring;SCH;2;Picea abies;1;0;0;0;0;0;Not on site list;JZ;1;
2023;Spring;SCH;2;Betula pendula;0;2;0;0;0;0;2 seeds, don't know if filled or unfilled;JZ;2;
2023;Spring;SCH;9;Acer pseudoplatanus;5;13;0;0;0;0;;JZ;18;
2023;Spring;SCH;9;Abies alba;5;10;0;0;0;0;;JZ;15;
2023;Spring;SCH;9;Fagus sylvatica;1;0;0;2;0;0;;JZ;3;
2023;Spring;NEU;8;Fagus sylvatica;5;20;0;7;0;2;;JZ;34;
2023;Spring;NEU;8;Tilia cordata;4;0;0;0;0;0;;JZ;4;
2023;Spring;NEU;8;Acer pseudoplatanus;1;2;0;0;0;0;;JZ;3;
2023;Spring;BET;10;Fagus sylvatica;0;0;0;1;0;0;;JZ;1;
2023;Spring;BET;10;Fraxinus excelsior;1;0;0;0;0;0;;JZ;1;
2023;Spring;BET;10;Abies alba;1;13;0;0;0;0;;JZ;14;
2023;Spring;NAT;1;Pinus mugo;38;6;11;1;23;0;;JZ;79;
2023;Spring;NAT;9;Pinus mugo;20;3;11;0;0;0;;JZ;34;
2023;Spring;NAT;9;Larix decidua;1;0;0;0;0;0;;JZ;1;
2023;Spring;NAT;7;Pinus mugo;25;4;2;0;0;0;;JZ;31;
2023;Spring;NAT;8;Pinus mugo;19;1;7;0;0;0;;JZ;27;
2023;Spring;NAT;5;Pinus mugo;4;0;1;0;0;0;;JZ;5;
2023;Spring;NAT;5;Larix decidua;1;0;0;0;0;0;;JZ;1;
2023;Spring;NAT;10;Pinus mugo;18;6;1;0;0;0;;JZ;25;
2023;Spring;NAT ;10;Pinus cembra;0;0;1;0;0;0;;JZ;1;
2023;Spring;NAT;3;Pinus mugo;14;2;4;0;0;0;;JZ;20;
2023;Spring;NAT;2;Pinus mugo;10;5;1;0;0;0;;JZ;16;
2023;Spring;CEL;1;Larix decidua;48;7;21;0;0;0;;JZ;76;
2023;Spring;CEL ;1;Pinus cembra;0;0;1;0;0;0;;JZ;1;
2023;Spring;BET;2;Picea abies;1;5;0;0;0;0;;JZ;6;
2023;Spring;BET;2;Abies alba;5;24;0;0;0;0;2 underdevelopped cones with seeds, most probably Abies alba ;JZ;29;
2023;Spring;BET;8;Abies alba;3;10;0;0;0;0;;JZ;13;
2023;Spring;BET;9;Abies alba;4;9;0;0;0;0;;JZ;13;
2023;Spring;BET;9;Acer pseudoplatanus;0;1;0;0;0;0;;JZ;1;
2023;Spring;BET;9;Fraxinus excelsior;0;1;0;0;0;0;;JZ;1;
2023;Spring;BET;9;Picea abies;1;0;0;0;0;0;;JZ;1;
2023;Spring;BET;9;Pinaceae spp.?;0;1;0;0;0;0;1 seed unable to identify, probably Pinus or Larix (both not on site list);JZ;1;
2023;Spring;BET;4;Abies alba;6;5;0;0;0;0;;JZ;11;
2023;Spring;BET;4;Picea abies;1;0;0;0;0;0;;JZ;1;
2023;Spring;BET;3;Fagus sylvatica;0;0;0;1;0;0;;JZ;1;
2023;Spring;BET;3;Abies alba;4;3;0;0;0;0;;JZ;7;
2023;Spring;BET ;5;Abies alba;10;18;0;0;0;0;;JZ;28;
2023;Spring;BET ;5;Thuja spp. ;1;0;0;0;0;0;Not on site list;JZ;1;
2023;Spring;BET;6;Abies alba;39;31;0;0;0;0;;JZ;70;
2023;Spring;BET;6;Picea abies;2;0;0;0;0;0;;JZ;2;
2023;Spring;BET;1;Abies alba;19;28;0;0;0;0;;JZ;47;
2023;Spring;BET;1;Acer pseudoplatanus;1;0;0;0;0;0;;JZ;1;
2023;Spring;BET;1;Fraxinus excelsior;1;0;0;0;0;0;;JZ;1;
2023;Spring;VOR;9;Quercus petraea;0;0;0;2;0;1;;JZ;3;
2023;Spring;VOR;9;Fagus sylvatica;0;1;0;0;0;0;;JZ;1;
2023;Spring;VOR;9;Pinus spp.;0;1;0;0;0;0;could be Pinus mugo or P. sylvestris;JZ;1;
2023;Spring;VOR;9;Abies alba;3;6;0;0;0;0;;JZ;9;
2023;Spring;VOR;9;Picea abies;3;2;0;0;0;0;;JZ;5;
2023;Spring;CEL;6;Larix decidua;31;6;0;0;0;0;;JZ;37;
2023;Spring;CEL;9;Larix decidua;20;0;2;0;0;0;;JZ;22;
2023;Spring;VOR;5;Abies alba;4;5;0;0;0;0;;JZ;9;
2023;Spring;VOR;5;Picea abies;1;1;0;0;0;0;;JZ;2;
2023;Spring;VOR;5;Larix decidua;1;0;0;0;0;0;;JZ;1;
2023;Spring;CEL;4;Larix decidua;3;0;0;0;0;0;;JZ;3;
2023;Spring;CEL;4;Pinus cembra;0;1;0;0;0;0;;JZ;1;
2023;Spring;NAT;6;Pinus mugo;14;6;0;0;0;0;;JZ;20;
2023;Spring;VOR ;3;Abies alba;31;28;0;0;0;0;;JZ;59;
2023;Spring;VOR;3;Picea abies;0;0;1;0;0;0;;JZ;1;
2023;Spring;VOR;3;Betula pendula;2;0;0;0;0;0;;JZ;2;
2023;Spring;CEL;2;Larix decidua;39;8;1;0;0;0;;JZ;48;
2023;Spring;CEL;2;Pinus cembra;0;2;0;0;0;0;;JZ;2;
2023;Spring;CEL;5;Larix decidua;7;0;0;0;0;0;;JZ;7;
2023;Spring;CEL ;5;Pinus cembra;0;0;2;0;0;0;;JZ;2;
2023;Spring;BEA;4;Picea abies;1;0;0;0;0;0;;JZ;1;
2023;Spring;BEA;10;Picea abies;3;0;0;0;0;0;;JZ;3;
2023;Spring;BEA;9;Abies alba;2;0;0;0;0;0;;JZ;2;
2023;Spring;BEA;9;Picea abies;1;0;0;0;0;0;;JZ;1;
2023;Spring;NAT;4;Betula pendula;0;1;0;0;0;0;;JZ;1;
2023;Spring;NAT;4;Pinus mugo;17;4;2;0;0;0;;JZ;23;
2023;Fall;NEU;1;Acer pseudoplatanus;3;1;0;0;0;0;;AP;4;
2023;Fall;NEU;7;Fagus sylvatica;102;73;0;57;0;0;;AP;232;
2023;Fall;NEU;7;Fraxinus excelsior;0;10;0;0;0;0;;AP;10;
2023;Fall;NEU;7;Acer pseudoplatanus;70;17;0;0;0;0;;AP;87;
2023;Fall;NEU;7;Acer platanoides;7;0;0;0;0;0;;AP;7;
2023;Fall;NEU;8;Fraxinus excelsior;4;0;0;0;0;0;;AP;4;
2023;Fall;NEU;8;Acer pseudoplatanus;0;2;0;0;0;0;;AP;2;
2023;Fall;NEU;8;Tilia platyphyllos;2;0;0;0;0;0;;AP;2;
2023;Fall;NEU;8;Fagus sylvatica;87;64;0;60;2;10;;AP;223;
2023;Fall;NEU;3;Acer pseudoplatanus;13;0;0;0;0;0;;AP;13;
2023;Fall;NEU;3;Acer platanoides;11;0;0;0;0;0;;AP;11;
2023;Fall;NEU;3;Tilia platyphyllos;11;8;0;0;0;0;;AP;19;
2023;Fall;NEU;3;Fagus sylvatica;32;19;0;14;1;2;;AP;68;
2023;Fall;NEU;2;Fagus sylvatica;82;62;0;49;1;10;;AP;204;
2023;Fall;NEU;2;Acer platanoides;1;0;0;0;0;0;;AP;1;
2023;Fall;NEU;5;Fagus sylvatica;13;11;0;10;0;5;;AP;39;
2023;Fall;NEU;9;Tilia platyphyllos;2;0;0;0;0;0;;AP;2;
2023;Fall;NEU;9;Acer pseudoplatanus;0;2;0;0;0;0;;AP;2;
2023;Fall;NEU;9;Fraxinus excelsior;0;1;0;0;0;0;;AP;1;
2023;Fall;NEU;9;Fagus sylvatica;24;18;0;26;0;6;;AP;74;
2023;Fall;NEU;10;Betula pendula;1;0;0;0;0;0;;AP;1;
2023;Fall;NEU;10;Picea abies;1;1;0;0;0;0;;AP;2;
2023;Fall;NEU;10;Tilia platyphyllos;0;1;0;0;0;0;;AP;1;
2023;Fall;NEU;10;Acer pseudoplatanus;1;0;0;0;0;0;;AP;1;
2023;Fall;NEU;10;Fagus sylvatica;57;64;0;44;0;2;;AP;167;
2023;Fall;VOR;1;Abies alba;19;5;0;0;0;0;;AP;24;
2023;Fall;VOR;1;Picea abies;16;2;0;0;0;0;;AP;18;
2023;Fall;VOR;1;Fagus sylvatica;0;1;0;0;0;0;;AP;1;
2023;Fall;VOR;2;Abies alba;39;14;0;0;2;0;No cones intact but found 2 seeds on cone scales;AP;55;
2023;Fall;VOR;2;Picea abies;3;0;0;0;0;0;;AP;3;
2023;Fall;VOR;3;Pinus sylvestris;2;0;0;0;0;0;;AP;2;
2023;Fall;VOR;3;Picea abies;42;11;0;2;39;46;;AP;140;
2023;Fall;VOR;3;Abies alba;20;11;0;0;0;0;;AP;31;
2023;Fall;VOR;4;Picea abies;34;4;0;0;0;0;;AP;38;
2023;Fall;VOR;4;Abies alba;13;5;0;0;0;0;;AP;18;
2023;Fall;VOR;5;Picea abies;111;75;0;0;0;0;;AP;186;
2023;Fall;VOR;5;Abies alba;5;2;0;0;0;0;;AP;7;
2023;Fall;VOR;6;Fagus sylvatica;7;11;0;0;0;0;;AP;18;
2023;Fall;VOR;6;Picea abies;25;11;0;0;0;0;;AP;36;
2023;Fall;VOR;6;Abies alba;4;2;0;0;0;0;;AP;6;
2023;Fall;VOR;7;Picea abies;51;19;0;0;0;0;;AP;70;
2023;Fall;VOR;7;Abies alba;6;6;0;0;0;0;;AP;12;
2023;Fall;VOR;8;Fagus sylvatica;0;3;0;0;0;0;;AP;3;
2023;Fall;VOR;8;Picea abies;85;35;0;0;0;0;;AP;120;
2023;Fall;VOR;8;Abies alba;3;7;0;0;0;0;;AP;10;
2023;Fall;VOR;10;Picea abies;92;55;0;1;10;2;;AP;160;
2023;Fall;VOR;10;Abies alba;7;0;0;0;0;0;;AP;7;
2023;Fall;BET;1;Fagus sylvatica;20;14;0;22;0;8;;AP;64;
2023;Fall;BET;1;Acer pseudoplatanus;1;0;0;0;0;0;;AP;1;
2023;Fall;BET;1;Picea abies;2;2;0;1;7;13;;AP;25;
2023;Fall;BET;1;Abies alba;2;1;0;0;0;0;;AP;3;
2023;Fall;BET;3;Fagus sylvatica;2;0;0;0;0;0;;AP;2;
2023;Fall;BET;3;Acer pseudoplatanus;6;0;0;0;0;0;;AP;6;
2023;Fall;BET;3;Picea abies;0;2;0;0;0;0;;AP;2;
2023;Fall;BET;4;Ulmus glabra;1;0;0;0;0;0;;AP;1;
2023;Fall;BET;4;Fagus sylvatica;0;5;0;1;0;2;;AP;8;
2023;Fall;BET;4;Acer pseudoplatanus;5;0;0;0;0;0;;AP;5;
2023;Fall;BET;5;Abies alba;1;3;0;0;0;0;;AP;4;
2023;Fall;BET ;6;Fagus sylvatica;2;9;0;15;0;12;;AP;38;
2023;Fall;BET ;7;Picea abies;18;0;0;2;142;118;1 of the cones had a light colour (pink-ish);AP;280;
2023;Fall;BET ;7;Acer pseudoplatanus;3;0;0;0;0;0;;AP;3;
2023;Fall;BET ;7;Fagus sylvatica;2;1;0;0;0;0;;AP;3;
2023;Fall;BET ;9;Acer pseudoplatanus;6;0;0;0;0;0;;AP;6;
2023;Fall;BET ;9;Fagus sylvatica;2;4;0;1;0;0;;AP;7;
2023;Fall;BET ;10;Acer platanoides;2;0;0;0;0;0;;AP;2;
2023;Fall;BET ;10;Acer pseudoplatanus;18;0;0;0;0;0;;AP;18;
2023;Fall;BET ;10;Fagus sylvatica;2;3;0;2;0;0;;AP;7;
2023;Fall;NAT;1;Pinus mugo;16;3;81;3;14;1;;AP;118;
2023;Fall;NAT;2;Pinus mugo;0;0;10;0;0;0;;AP;10;
2023;Fall;NAT;3;Pinus mugo;1;1;17;0;0;0;;AP;19;
2023;Fall;NAT;4;Pinus mugo;1;0;18;0;0;0;;AP;19;
2023;Fall;NAT;5;Pinus mugo;0;0;1;0;0;0;;AP;1;
2023;Fall;NAT;6;Pinus mugo;0;0;30;0;0;0;;AP;30;
2023;Fall;NAT;7;Pinus mugo;7;4;13;1;4;10;;AP;39;
2023;Fall;NAT;8;Pinus mugo;1;2;9;0;0;0;;AP;12;
2023;Fall;NAT;9;Pinus mugo;0;0;27;0;0;0;;AP;27;
2023;Fall;NAT;10;Pinus mugo;0;0;19;0;0;0;;AP;19;
2023;Fall;CEL;2;Larix decidua;11;6;0;0;0;0;;AP;17;
2023;Fall;CEL;3;Pinus cembra;2;0;0;0;0;0;;AP;2;
2023;Fall;CEL;3;Larix decidua;1;3;0;0;0;0;;AP;4;
2023;Fall;CEL;4;Betula pendula;2;0;0;0;0;0;;AP;2;
2023;Fall;CEL;4;Pinus cembra;1;0;0;0;0;0;;AP;1;
2023;Fall;CEL;4;Larix decidua;3;0;0;0;0;0;;AP;3;
2023;Fall;CEL;6;Pinus cembra;5;0;0;2;0;0;;AP;7;
2023;Fall;CEL;6;Larix decidua;16;3;0;0;0;0;;AP;19;
2023;Fall;CEL;7;Betula pendula;0;4;0;0;0;0;;AP;4;
2023;Fall;CEL;7;Larix decidua;12;8;0;0;0;0;;AP;20;
2023;Fall;CEL;10;Larix decidua;1;2;0;0;0;0;;AP;3;
2023;Fall;CEL;1;Larix decidua;13;4;94;0;0;0;;AP;111;
2023;Fall;NEU;4;Fraxinus excelsior;1;0;0;0;0;0;;LW;1;
2023;Fall;NEU;4;Tilia platyphyllos;3;0;0;0;0;0;;LW;3;
2023;Fall;NEU;4;Acer campestre;1;0;0;0;0;0;;LW;1;
2023;Fall;NEU;4;Acer pseudoplatanus;3;0;0;0;0;0;;LW;3;
2023;Fall;NEU;4;Fagus sylvatica;3;21;0;28;0;7;holes. 3 cones very small;LW;59;
2023;Fall;CEL;9;Pinus cembra ;3;3;0;1;49;1;;LW;57;
2023;Fall;CEL;9;Larix decidua;3;1;0;0;0;0;;LW;4;
2023;Fall;CEL;8;Larix decidua;17;6;1;10;12;15;;LW;61;
2023;Fall;BET;8;Fagus sylvatica;16;7;0;10;0;0;Bag 3/3, 3 cones underdeveloped;LW;33;
2023;Fall;BET;8;Abies alba;2;0;0;0;0;0;Bag 3/3;LW;2;
2023;Fall;BET;8;Acer pseudoplatanus;12;1;0;0;0;0;Bag 3/3;LW;13;
2023;Fall;BET;8;Picea abies;1;0;0;0;0;0;Bag 3/3;LW;1;
2023;Fall;BET;8;Pinus spp.;1;0;0;0;0;0;Bag 3/3. Species unclear. Pinus doesn't occur here;LW;1;
2023;Fall;BET;2;Fagus sylvatica;5;14;0;16;0;3;1 cone underdeveloped.;LW;38;
2023;Fall;BET;2;Acer pseudoplatanus;0;1;0;0;0;0;;LW;1;
2023;Fall;BET;2;Abies alba;2;0;0;0;0;0;;LW;2;
2023;Fall;BEA;7;Picea abies;3;4;108;2;200;54;;LW;371;
2023;Fall;BEA;8;Picea abies;2;4;0;1;206;36;;LW;249;
2023;Fall;SCH;10;Fagus sylvatica;9;12;0;10;0;2;5 cones underdeveloped;LW;33;
2023;Fall;SCH;10;Fraxinus excelsior;0;1;0;0;0;0;;LW;1;
2023;Fall;SCH;10;Acer pseudoplatanus;10;2;0;0;0;0;;LW;12;
2023;Fall;SCH;1;Fagus sylvatica;1;3;0;0;0;0;;LW;4;
2023;Fall;SCH;1;Fraxinus excelsior;3;2;0;0;0;0;;LW;5;
2023;Fall;SCH;1;Acer pseudoplatanus;12;6;0;0;0;0;;LW;18;
2023;Fall;SCH;1;Acer platanoides;2;3;0;0;0;0;;LW;5;
2023;Fall;VOR;9;Picea abies;110;21;2;0;0;0;;LW;133;
2023;Fall;VOR;9;Fagus sylvatica;0;1;0;0;0;0;;LW;1;
2023;Fall;VOR;9;Abies alba;2;2;0;0;0;0;;LW;4;
2023;Fall;VOR;9;Larix decidua;3;1;0;0;0;0;;LW;4;
2023;Fall;SCH;8;Fagus sylvatica;11;15;0;16;0;2;2 cones underdeveloped;LW;44;
2023;Fall;SCH;8;Fraxinus excelsior;1;0;0;0;0;0;;LW;1;
2023;Fall;SCH;8;Acer pseudoplatanus;8;2;0;0;0;0;;LW;10;
2023;Fall;NEU;6;Fagus sylvatica;3;5;0;2;0;2;;LW;12;
2023;Fall;NEU;6;Fraxinus excelsior;1;0;0;0;0;0;;LW;1;
2023;Fall;NEU;6;Acer pseudoplatanus;10;16;0;0;0;0;;LW;26;
2023;Fall;NEU;6;Picea abies;0;1;0;0;0;0;;LW;1;
2023;Fall;NEU;6;Tilia cordata;1;0;0;0;0;0;;LW;1;
2023;Fall;NEU;6;Tilia platyphyllos;1;0;0;0;0;0;;LW;1;
2023;Fall;SCH;9;Fagus sylvatica;10;13;0;18;0;7;8 cones underdeveloped;LW;48;
2023;Fall;SCH;9;Fraxinus excelsior;1;0;0;0;0;0;;LW;1;
2023;Fall;SCH;9;Abies alba;2;0;0;0;0;0;;LW;2;
2023;Fall;SCH;9;Acer pseudoplatanus;11;2;0;0;0;0;the unfilled are very small;LW;13;
2023;Fall;SCH;5;Fagus sylvatica;3;7;0;10;0;5;;LW;25;
2023;Fall;SCH;5;Acer pseudoplatanus;11;5;0;0;0;0;;LW;16;
2023;Fall;SCH;5;Abies alba;0;1;0;0;0;0;;LW;1;
2023;Fall;SCH;4;Fagus sylvatica;3;13;0;8;0;3;;LW;27;
2023;Fall;SCH;4;Acer pseudoplatanus;1;4;0;0;0;0;;LW;5;
2023;Fall;SCH;7;Fagus sylvatica;1;2;0;2;0;1;;LW;6;
2023;Fall;SCH;7;Fraxinus excelsior;3;1;0;0;0;0;;LW;4;
2023;Fall;SCH;7;Acer pseudoplatanus;5;11;0;0;0;0;;LW;16;
2023;Fall;SCH;6;Fagus sylvatica;2;1;0;3;0;0;;LW;6;
2023;Fall;SCH;6;Fraxinus excelsior;1;0;0;0;0;0;;LW;1;
2023;Fall;SCH;6;Acer pseudoplatanus;2;1;0;0;0;0;;LW;3;
2023;Fall;SCH;6;Abies alba;0;1;0;0;0;0;;LW;1;
2023;Fall;SCH;3;Fagus sylvatica;1;12;0;1;0;0;;LW;14;
2023;Fall;SCH;3;Fraxinus excelsior;1;2;0;0;0;0;;LW;3;
2023;Fall;SCH;3;Acer platanoides;1;0;0;0;0;0;not 100% sure about species;LW;1;
2023;Fall;SCH;3;Acer pseudoplatanus;2;2;0;0;0;0;;LW;4;
2023;Fall;SCH;2;Fagus sylvatica;8;5;0;1;0;0;;LW;14;
2023;Fall;SCH;2;Acer pseudoplatanus;7;1;0;0;0;0;;LW;8;
